25.9,25.5,,,,20.22523177,,,
28.2,28.4,,,,16.54690303,,,
26.6,25.8,,,,19.52434378,,,
36.7,26.6,,,,13.80036231,,,
33.7,30.3,,,,11.56633045,,,
38.9,27.6,,,,12.44869471,,,
40,29.8,,,,10.2,,,
34.2,26.1,,,,15.06154043,,,
32.3,31.3,,,,11.61808934,,,
41.4,38.5,,,,2.051828453,,,
34.9,24.2,,,,16.60271062,,,
31.6,30.1,,,,12.98345101,,,
38.8,27.9,,,,12.15935854,,,
38.8,28.6,,,,11.4629839,,,
37.8,31,,,,9.264987858,,,
38.4,29.2,,,,10.91787525,,,
33.7,28.3,,,,13.28834075,,,
39.2,32.4,,,,7.64198927,,,
37.2,30.4,,,,10,,,
34.8,31.5,,,,9.964436763,,,
40.4,30.9,,,,9.108786966,,,
43.4,26.8,,,,13.63084737,,,
42.1,28.4,,,,11.78855377,,,
40.4,28.4,,,,11.6068945,,,
35.4,28.9,,,,12.01540678,,,
31.7,34.4,,,,10.0124922,,,
36,28.1,,,,12.55428214,,,
36.6,27.9,,,,12.5686117,,,
41.1,30.6,,,,9.464142856,,,
37.6,27.4,,,,12.826535,,,
41.3,33.1,,,,7.021395873,,,
38.2,23.9,,,,16.20030864,,,
36.3,27.6,,,,12.94024729,,,
31.3,41.7,,,,8.864536085,,,
35.8,37.1,,,,5.103920062,,,
